schoolname,scope,collegeID,yr_closed,yr_approved,yr_submit,yr_canceled,days_between,years_between,alt,construct,reconstruct,repair,relocate,edu_building,career_tech,community1,community2,gen_facilities,admin,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,scaled_cost,genenrollment,spend_student,career_techstudent,edu_buildingstudent,gen_facilitiesstudent,adminstudent,altstudent,constructstudent,reconstructstudent,repairstudent,relocatestudent
LA TRADE TECH COLLEGE,CONSTRUCTION OF 1-FUEL TANK ON REINFORCED CONCRETE PAD,746,2010,2009,2009,,502,1.3744304,0,1,0,0,0,0,0,0,0,1,0,88689.914,72733.492,7205.335,,79938.828,0.079938829,32942,2.4266539,0,0,2.4266539,0,0,2.4266539,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-BUILDING B (BOILER REPLACEMENT ON ROOF),746,2013,2009,2009,,1343,3.6770122,1,0,0,0,0,0,0,0,0,1,0,150554.78,146076.2,,146076.2,146076.2,0.1460762,32942,4.4343452,0,0,4.4343452,0,4.4343452,0,0,0,0
LA TRADE TECH COLLEGE,ADDITIONS TO 1-LEARNING ASSISTANCE CENTER; ALTERATIONS TO 1-LEARNING ASSISTANCE CENTER [STRUCTURAL UPGRADE; INTERIOR; MEP],746,2016,2009,2008,,2419,6.6230025,0,0,0,1,0,1,0,0,0,0,0,51807096,23715122,4274767.5,27989890,27989890,27.989889,32942,849.67188,0,849.67188,0,0,0,0,0,849.67188,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 2-CLASSROOM BUILDINGS,746,2013,2009,2008,,1526,4.1780496,1,0,0,0,0,1,0,0,0,0,0,564455.5,990923.06,,5246881,5246881,5.246881,32942,159.27634,0,159.27634,0,0,159.27634,0,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-C.R.  BLDG. (E A-14032) C.R.  BLDG. (K A-33255),746,2014,2010,2009,,1490,4.0794849,1,0,0,0,0,0,0,0,0,0,0,556503.31,728837.06,45651.41,774488.5,774488.5,0.77448851,26083,29.69323,0,0,0,0,29.69323,0,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE-EAST PARKING STRUCTURE,CONSTRUCTION OF 1-SITE WORK 1-PARKING STRUCTURE,746,,2011,2011,,,,0,1,0,0,0,0,0,0,0,1,0,16670617,16670617,,,16670617,16.670616,24762,673.23389,0,0,673.23389,0,0,673.23389,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ALTERATIONS TO 1-LATTC-CWIP3-BLDG G IMPROVEMENTS. HVAC EQUIP.  EXT. SIGNAGE WAP AND IP CABLING,746,2015,2012,2012,,870,2.3819811,1,0,0,0,0,0,0,0,0,1,0,218677.16,,,,218677.16,0.21867716,25274,8.6522579,0,0,8.6522579,0,8.6522579,0,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ALTERATIONS TO 1-BLDG. D(MECH. CATWALK),746,,2012,2012,,,,1,0,0,0,0,0,0,0,0,0,0,240155.77,,,,240155.77,0.24015577,25274,9.5020876,0,0,0,0,9.5020876,0,0,0,0
LOS ANGELES TRADE TECHINICAL COLLEGE,ALTERATIONS TO 1-LABORATORY BUILDING  (BLDG. F 03-100958 03-109600 03-111298),746,2015,2013,2012,,717,1.9630809,1,0,0,0,0,1,0,0,0,0,0,1487090.4,,,,1487090.4,1.4870903,23129,64.295486,0,64.295486,0,0,64.295486,0,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ALTERATIONS TO 1-CAMPUSWIDE EXTERIOR WAYFINDING SIGNAGE.; CONSTRUCTION OF 1-SIGNS,746,2015,2013,2012,,742,2.0315287,0,1,0,0,0,0,0,0,0,1,0,253238.06,,,,253238.06,0.25323805,23129,10.948941,0,0,10.948941,0,0,10.948941,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ALTERATIONS TO 1-SITE WORK 1-ADMIN BLDG A (A14032),746,,2013,2012,,,,1,0,0,0,0,0,0,0,0,1,1,277308.44,,,,277308.44,0.27730843,23129,11.989642,0,0,11.989642,11.989642,11.989642,0,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE-CONSTRUCTION TECHNOLOGY BUILDING,CONSTRUCTION OF 1-3 STORY CONSTRUCTION TECH. C.R.BLDG (CTB); 1-UTILITY WING BLDG; 1- YARD BLDG; AND SITE WORK,746,,2013,2010,,,,0,1,0,0,0,0,1,0,0,1,0,50209292,,,,50209292,50.209293,23129,2170.8372,2170.8372,0,2170.8372,0,0,2170.8372,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ALTERATIONS TO 4-AUTO METAL BLDG F GYM BLDG G PHY. ED. BLDG J C.R. BLDG K AND SITE WORK; CONSTRUCTION OF 1-BLEACHER REPLACEMENT AT GYM BLDG G (PER PC 03-113855),746,,2014,2013,,,,0,1,0,0,0,1,0,0,1,1,0,5200977.5,,,,5200977.5,5.2009773,23165,224.51878,0,224.51878,224.51878,0,0,224.51878,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,CONSTRUCTION OF 1-1-STORY ELECTRICAL SUBSTATION BLDG. WITH DWP YARD (DWP YARD NOT PART OF DSA SCOPE) AND RECYCLE CENTER CANOPY. ASSOCIATED SITE WORK.,746,,2015,2013,,,,0,1,0,0,0,1,0,0,1,1,0,4227808,,,,4227808,4.227808,23179,182.39821,0,182.39821,182.39821,0,0,182.39821,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-(E) BOOKSTORE BUILDING K - NORTH ENTRANCE DECK WATERPROOFING AND ACCESS UPGRADES,746,,2015,2014,,,,1,0,0,0,0,0,0,0,0,1,0,297085.47,,,,297085.47,0.29708546,23179,12.81701,0,0,12.81701,0,12.81701,0,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-POOL COVER (PROP 39),746,,2015,2015,,,,1,0,0,0,0,0,0,0,1,0,0,69631.617,,,,69631.617,0.069631614,23179,3.004082,0,0,0,0,3.004082,0,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-(E) BUILDING K,746,,2015,2014,,,,1,0,0,0,0,0,0,0,0,0,0,247571.22,,,,247571.22,0.24757122,23179,10.680841,0,0,0,0,10.680841,0,0,0,0
LOS ANGELES TRADE TECH COLLEGE,ALTERATIONS TO 1-BUILDING B (SEQUOIA HALL) - REPLACEMENT OF EXISTING COOLING TOWER (A#18570),746,,2015,2015,,,,1,0,0,0,0,0,0,0,0,1,0,221826.44,,,,221826.44,0.22182643,23179,9.5701466,0,0,9.5701466,0,9.5701466,0,0,0,0
LOS ANGELES TRADE TECHNICAL COLLEGE,ADDITIONS TO ADMIN. BLDG 4 - C.R. BLDGS (HVAC),746,2007,,1998,,,,0,0,0,1,0,1,0,0,0,1,1,1354295,2011838.5,,,2011838.5,2.0118384,,,,,,,,,,,
LOS ANGELES VALLEY COLLEGE,ALTERATION TO VARIOUS BUILDINGS (MECH. VENTILATION),747,2015,1999,1998,,5896,16.142714,1,0,0,0,0,0,0,0,0,1,0,4040628.8,3717204.3,,,3717204.3,3.7172043,26357,141.0329,0,0,141.0329,0,141.0329,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF CHILD CARE BUILDING (RELOCATABLE),747,2009,2000,1999,,3421,9.3663874,0,1,0,0,0,1,1,0,0,0,0,281777.06,281777.06,1846.3666,,283623.44,0.28362343,27686,10.244291,10.244291,10.244291,0,0,0,10.244291,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO BLDG. 7 - CENTRAL PLANT,747,2008,2001,2001,,2293,6.2780261,1,0,0,0,0,0,0,0,0,1,0,1797680.4,1797680.4,,,1797680.4,1.7976804,30188,59.549503,0,0,59.549503,0,59.549503,0,0,0,0
L. A. VALLEY COLLEGE,ALTERATION TO LIFE SCIENCE BLDG CHEMISTRY BLDG & HAZARDOUS STORAGE BLDG,747,2012,2002,2002,,3709,10.154905,1,0,0,0,0,1,0,0,0,1,0,97626.313,185344.22,0.85911161,185345.08,185345.08,0.18534508,31818,5.8251643,0,5.8251643,5.8251643,0,5.8251643,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF COMPUTER LAB. BLDG & OFFICE BLDG (RELOCATABLE); ALTERATION TO RESTROOM BLDG (RELOCATION),747,2012,2003,2002,,3279,8.9776049,0,0,0,0,1,1,0,0,0,1,1,916255.13,,909773.19,909773.19,909773.19,0.90977317,31652,28.742992,0,28.742992,28.742992,28.742992,0,0,0,0,28.742992
LOS ANGELES VALLEY COLLEGE,ALTERATION TO MATH AND CAMPUS CENTER BLDG/S,747,2008,2004,2003,,1284,3.5154755,1,0,0,0,0,1,0,1,0,0,0,636731.69,864936.38,58874.762,,923811.13,0.92381114,27972,33.026279,0,33.026279,0,0,33.026279,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF C.R. BLDG. & SERVICE BLDG.,747,2015,2005,2004,,3632,9.9440861,0,1,0,0,0,1,0,0,0,0,0,38789576,56713872,3965289,60679160,60679160,60.679161,26938,2252.5488,0,2252.5488,0,0,0,2252.5488,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF SHADE STRUCTURE ALTERATION TO M.P./ADMIN. BLDG (A#31541),747,2008,2005,2005,,842,2.3053195,0,1,0,0,0,0,0,0,0,1,1,364081.59,621692.38,14890.416,,636582.81,0.63658279,26938,23.631407,0,0,23.631407,23.631407,0,23.631407,0,0,0
LOS ANGELES VALLEY COMMUNITY COLLEGE,CONSTRUCTION OF MAINTENANCE AND OPERATIONS BLDG SHOP BLDG AND SHERIFF'S STATION,747,2013,2005,2004,,2959,8.1014738,0,1,0,0,0,0,1,0,1,0,0,6192407.5,8333269.5,553676.44,8886946,8886946,8.8869457,26938,329.90372,329.90372,0,0,0,0,329.90372,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF MARQUEE SIGN,747,2010,2005,2005,,1708,4.6763492,0,1,0,0,0,0,0,0,0,1,0,269281.31,306722.31,21906.289,,328628.59,0.3286286,26938,12.199443,0,0,12.199443,0,0,12.199443,0,0,0
L. A. VALLEY COLLEGE,ALTERATION TO ART GALLERY BLDG,747,2007,2005,2004,,447,1.2238455,1,0,0,0,0,1,0,0,0,0,0,75346.016,154396.55,15430.475,,169827.02,0.16982701,26938,6.3043661,0,6.3043661,0,0,6.3043661,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF COURTYARD  TRELLIS; ALTERATION TO ARTS BLDG (A-21852 ),747,2008,2005,2005,,877,2.4011464,0,1,0,0,0,1,0,0,0,0,0,364081.59,552791.19,44290.527,,597081.69,0.59708166,26938,22.165033,0,22.165033,0,0,0,22.165033,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 10'X16' EQUIPMENT SHELTER ALTERATION TO (E) ANTENNA POLE (A64894),747,2013,2005,2004,,3089,8.4574013,0,1,0,0,0,0,0,0,0,1,0,55705.637,111838.35,,,111838.35,0.11183835,26938,4.1516948,0,0,4.1516948,0,0,4.1516948,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO CLASSROOM BUILDING (A- 16543 ),747,2010,2005,2004,,1645,4.503861,1,0,0,0,0,1,0,0,0,0,0,932850.75,983290.63,89190.195,,1072480.9,1.0724809,26938,39.812935,0,39.812935,0,0,39.812935,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO 8 C/R BLDGS ADMIN BLDG THEATER BLDG CAMPUS CENTER BLDG PLANITARIUM BLDG 2 TOILET BLDGS,747,2011,2005,2004,,2122,5.8098435,1,0,0,0,0,0,0,1,1,1,1,2359474.8,2039387.1,202775.11,,2242162.3,2.2421622,26938,83.234177,0,0,83.234177,83.234177,83.234177,0,0,0,0
LOS ANGELES VALLEY COMM. COLLEGE (08V-8.3-6825),CONSTRUCTION OF POOL BLDG. 2 SWIMMING POOLS ALTERATION TO NORTH GYM. BLDG. SOUTH GYM. BLDG. GYMNASTIC CENTER & FIELD HOUSE ADDITIONS TO NORTH GYM. BLDG.,747,2012,2006,2005,,2191,5.9987593,0,0,0,1,0,0,0,0,1,0,0,11932185,17369942,1909215.9,,19279158,19.279158,27370,704.39014,0,0,0,0,0,0,0,704.39014,0
LOS ANGELES VALLEY COLLEGE (18V-8.2-7835.03),CONSTRUCTION OF RESTROOM/STORAGE BLDG TICKET BOOTH,747,2013,2006,2005,,2444,6.6914501,0,1,0,0,0,0,0,0,0,1,0,1271682.6,2323975.3,232123.39,,2556098.8,2.5560987,27370,93.390526,0,0,93.390526,0,0,93.390526,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF BLEACHERS RELOCATION OF SCOREBOARD AND 2 RELOCATABLE TOILET BLDGS (A#03-106136),747,2010,2006,2005,,1351,3.6989155,0,0,0,0,1,1,0,0,1,1,0,24712.967,4861824,459093.5,,5320917.5,5.3209176,27370,194.40692,0,194.40692,194.40692,0,0,0,0,0,194.40692
LOS ANGELES VALLEY COLLEGE,ALTERATION TO CAMPUS CENTER BLDG,747,2007,2006,2004,,643,1.7604756,1,0,0,0,0,0,0,1,0,0,0,167608.84,214879.3,17550.391,,232429.69,0.23242968,27370,8.4921331,0,0,0,0,8.4921331,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO BEHAVIOR SCIENCE AND CAMPUS CENTER BLDGS,747,2011,2006,2005,,1875,5.1335797,1,0,0,0,0,1,0,1,0,0,0,1280381.3,1120199,110513.54,,1230712.5,1.2307125,27370,44.965748,0,44.965748,0,0,44.965748,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF SITEWORK [BUS SHELTER],747,2011,2007,2007,,1275,3.4908342,0,1,0,0,0,0,0,0,0,1,0,3251798,3577735.8,337997.59,,3915733.3,3.9157333,28335,138.19421,0,0,138.19421,0,0,138.19421,0,0,0
LOS ANGELES VALLEY COLLEGE (18V-8.3-7812),ALTERATION TO BUSINESS JOURNALISM BUILDING,747,2010,2007,2006,,1092,2.9897969,1,0,0,0,0,0,1,0,0,1,0,902065.88,1435179.9,125623.32,,1560803.3,1.5608033,28335,55.083935,55.083935,0,55.083935,0,55.083935,0,0,0,0
LOS ANGELES VALLEY COLLEGE (08V.8.3-6820),ALTERATION TO ART AND MUSIC BUILDINGS,747,2015,2007,2006,,3039,8.3205061,1,0,0,0,0,1,0,0,0,0,0,3347313,3058328.8,231545.88,3228090.8,3228090.8,3.2280908,28335,113.92591,0,113.92591,0,0,113.92591,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF BUS SHELTER MARQUEE SIGN SITEWORK.,747,2014,2007,2007,,2404,6.581934,0,1,0,0,0,0,0,0,0,1,0,3821830.8,1834984.9,182559.03,2017544,2017544,2.017544,28335,71.203247,0,0,71.203247,0,0,71.203247,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO ENTIRE CAMPUS [FURNITURE AND SIGNAGE],747,2013,2007,2007,,2079,5.6921134,1,0,0,0,0,0,0,0,0,1,0,1017440.3,908792.56,,908792.56,908792.56,0.90879256,28335,32.073147,0,0,32.073147,0,32.073147,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO GYMNASIUM BLDG (PHOTOVOLTAIC PANELS),747,2013,2008,2007,,2048,5.6072383,1,0,0,0,0,0,0,0,1,1,0,653839.25,653839.25,609801.94,1263641.3,1263641.3,1.2636412,30543,41.372532,0,0,41.372532,0,41.372532,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO PLANETARIUM BLDG.A#21852 ADDITIONS TO PLANETARIUM BLDG.(ELEVATOR STRUCTURE),747,2011,2008,2007,,1220,3.3402493,0,0,0,1,0,0,1,0,0,1,0,1034113.5,1642873.4,170145.25,,1813018.6,1.8130187,30543,59.359547,59.359547,0,59.359547,0,0,0,0,59.359547,0
LA VALLEY COLLEGE,CONSTRUCTION OF LIBRARY/ACADEMIC RESOURCE CENTER,747,2014,2008,2007,,2178,5.9631662,0,1,0,0,0,1,0,1,0,0,0,37049924,19978392,2395826,22374218,22374218,22.374218,30543,732.54816,0,732.54816,0,0,0,732.54816,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF LIBRARY BLDG.;RESOURCE CENTER BLDG.[MODULARS],747,2014,2008,2007,,2098,5.7441335,0,1,0,0,0,0,0,1,0,0,0,3755963.8,3755963.8,71322.898,4107779,4107779,4.107779,30543,134.49167,0,0,0,0,0,134.49167,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO 1 - MATH SCIENCE BLDG (A# 03-100471),747,2012,2008,2007,,1497,4.09865,1,0,0,0,0,1,0,0,0,0,0,1084170,1087287.9,109456.98,,1196744.9,1.1967449,30543,39.182297,0,39.182297,0,0,39.182297,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-CENTRAL PLANT (#104982 APPROVED 02/26/08)  CAMPUS CENTER (#31541 APPROVED) AND WOMEN'S GYM (#34992 APPROVED 05/20/74).,747,2014,2008,2007,,2320,6.3519497,1,0,0,0,0,0,0,1,1,1,0,13498193,13498193,1998205.5,15496398,15496398,15.496398,30543,507.36331,0,0,507.36331,0,507.36331,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 2 - ADMIN. BLDGS (STUDENT SERVICE CENTER),747,2013,2008,2007,,1609,4.4052958,0,1,0,0,0,0,0,1,0,0,1,17748698,15441010,1089212.5,16530222,16530222,16.530222,30543,541.21149,0,0,0,541.21149,0,541.21149,0,0,0
LA VALLEY COLLEGE,CONSTRUCTION OF 4 - CHILD CARE CENTER BLDGS.,747,2013,2008,2007,,1998,5.4703426,0,1,0,0,0,0,1,0,0,0,0,13373024,12578191,1256745.9,13834937,13834937,13.834937,30543,452.96588,452.96588,0,0,0,0,452.96588,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO 1 -HUMANITIES BLDG (A# 03-108116),747,2012,2008,2007,,1428,3.9097345,1,0,0,0,0,1,0,0,0,0,0,1179945.6,1291074.8,112368.67,,1403443.4,1.4034433,30543,45.949757,0,45.949757,0,0,45.949757,0,0,0,0
LOS ANGELES VALLEY COLLEGE (08V.8.3-6834),ALTERATION TO THEATER BLDG AND TV PRODUCTION BLDG. ADDITIONS TO TV PRODUCTION BLDG,747,2015,2008,2006,,2579,7.0610681,0,0,0,1,0,0,0,0,1,1,0,3120754.3,3253227.3,325322.72,3578549.8,3578549.8,3.5785499,30543,117.16431,0,0,117.16431,0,0,0,0,117.16431,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO LIFE SCIENCE BLDG.,747,2013,2008,2007,,1779,4.8707404,1,0,0,0,0,1,0,0,0,0,0,1010844.7,887297,87833.789,975130.75,975130.75,0.97513074,30543,31.926489,0,31.926489,0,0,31.926489,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 2-LUNCH SHELTERS (PC-04-106635) 3-LUNCH SHELTERS (PC-04-104518,747,,2008,2008,,,,0,1,0,0,0,0,0,0,0,1,0,78911.508,,,,78911.508,0.078911506,30543,2.5836201,0,0,2.5836201,0,0,2.5836201,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATION TO ENGINEERING BLDG (A# 3-108116),747,2012,2008,2007,,1674,4.5832601,1,0,0,0,0,0,0,0,0,0,0,1186730.1,999967.75,175845.33,1175813.1,1175813.1,1.1758131,30543,38.496975,0,0,0,0,38.496975,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 1-TENNIS COURTS,747,2014,2009,2009,,1867,5.1116767,0,1,0,0,0,0,0,0,1,0,0,820408.31,820408.31,,820408.31,820408.31,0.82040828,33979,24.144569,0,0,0,0,0,24.144569,0,0,0
LA VALLEY COLLEGE (FAMILY RESOURCE CENTER),ADDITIONS TO 1-CHILD DEVELOPMENT CENTER; ALTERATIONS TO 1-CHILD DEVELOPMENT CENTER; CONSTRUCTION OF 1-FAMILY RESOURCE CENTER,747,2013,2009,2009,,1318,3.6085644,0,0,0,1,0,0,1,1,0,0,0,1108624,955271.25,4600.7896,959872,959872,0.95987201,33979,28.248978,28.248978,0,0,0,0,0,0,28.248978,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 1 SWITCH GEAR BLDG DWP SUBSTATION ALTERATION TO EXISTING INFRASTRUCTURE (TUNNELS AND PIPE/CONDUIT RACKS),747,2014,2009,2007,,1709,4.6790872,0,1,0,0,0,0,0,0,1,1,0,6436483,6436483,2469587.5,10113634,10113634,10.113634,33979,297.64368,0,0,297.64368,0,0,297.64368,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 2-EXTERIOR CANOPIES 1-PLANTER/RETAINING WALLS,747,2014,2010,2010,,1373,3.7591493,0,1,0,0,0,0,0,0,0,1,0,1565332.6,2618666.3,176506.2,2795172.5,2795172.5,2.7951725,30764,90.858551,0,0,90.858551,0,0,90.858551,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 1-EQUIPMENT CONCRETE PAD (PC-04-110355) 13-PHOTOVOLTAIC SHADE STRUCTURES (PC-04-110355),747,2013,2010,2010,,991,2.713268,0,1,0,0,0,0,0,0,0,1,0,6561678,8530550,315507.53,8846057,8846057,8.8460569,30764,287.54575,0,0,287.54575,0,0,287.54575,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-ALLIED HEALTH BUILDING [HVAC UPGRADE],747,2013,2010,2010,,1224,3.3512011,1,0,0,0,0,0,1,0,0,1,0,419493.31,221948.75,,,221948.75,0.22194874,30764,7.214561,7.214561,0,7.214561,0,7.214561,0,0,0,0
LOS ANGELES VALLEY COLLEGE-CHILD DEVELOPMENT CENTER,CONSTRUCTION OF 3-SHADE STRUCTURES (PC 04-110516),747,2011,2011,2011,,186,0.50925112,0,1,0,0,0,0,0,0,0,1,0,91972.422,91972.422,,,91972.422,0.091972426,30531,3.0124273,0,0,3.0124273,0,0,3.0124273,0,0,0
LOS ANGELES VALLEY COLLEGE-ATHELITIC TRAINING FACILITY (38V.5857.02),CONSTRUCTION OF 1-ARCHERY SHED 4-SOFTBALL DUGOUTS 2-SCOREBOARDS 2-PRESS BOXES 16-LIGHT POLES 6-FOUL POLES 10-BATTING CAGES/BULLPENS 1-BASEBALL SOFTBALL FIELD HOUSE 1-BASEBALL BLEACHER (OUTDOOR) 1-SOFTBALL BLEACHER (OUTDOOR) 2-BASEBALL DUGOUTS 1-FIELD STORAGE 1-STADIUM FIELD HOUSE,747,,2011,2010,,,,0,1,0,0,0,0,0,0,1,1,0,23813448,,,,23813448,23.813448,30531,779.97601,0,0,779.97601,0,0,779.97601,0,0,0
LOS ANGELES VALLEY COLLEGE CHILD DEVELOPMENT CENTER,CONSTRUCTION OF 1-BALL WALL (PC),747,2013,2011,2010,,839,2.2971058,0,1,0,0,0,0,0,0,0,1,0,10699.668,16049.502,,16049.502,16049.502,0.016049502,30531,0.52567887,0,0,0.52567887,0,0,0.52567887,0,0,0
LOS ANGELES VALLEY COLLEGE-CAMPUS IMPROVEMENTS IT CORE,ALTERATIONS TO 1-CAMPUS CENTER BUILDING(#31541),747,2015,2011,2010,,1351,3.6989155,1,0,0,0,0,0,0,1,0,0,0,336117.47,382261.69,43417.309,425679,425679,0.425679,30531,13.942517,0,0,0,0,13.942517,0,0,0,0
LOS ANGELES VALLEY COLLEGE-CHILD DEVELOPMENT CENTER,CONSTRUCTION OF 2-SHADE STRUCTURES,747,2011,2011,2011,,186,0.50925112,0,1,0,0,0,0,0,0,0,1,0,61663.328,61663.328,,,61663.328,0.06166333,30531,2.0196958,0,0,2.0196958,0,0,2.0196958,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-SITEWORK [MONARCH SQUARE/SIGNAGE],747,2013,2011,2010,,855,2.3409123,1,0,0,0,0,0,0,0,1,1,0,722535.31,542176.44,27667.35,569843.81,569843.81,0.56984383,30531,18.664433,0,0,18.664433,0,18.664433,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-CLASSROOM BUILDING - BEHAVIORAL SCIENCE (A23135; A03-104983; A03-109063),747,,2012,2011,,,,1,0,0,0,0,1,0,0,0,0,0,162633.77,,,,162633.77,0.16263376,26991,6.0254812,0,6.0254812,0,0,6.0254812,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-ACCESSIBILITY SITE WORKS UPGRADE(ENTIRE CAMPUS),747,,2012,2011,,,,1,0,0,0,0,0,0,0,0,1,0,398575.72,,,,398575.72,0.39857572,26991,14.766986,0,0,14.766986,0,14.766986,0,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-CAMPUSWIDE IMPROVEMENTS TO VARIOUS BUILDINGS. ART BEHAVIORAL SCI. EMERGENCY SERV. ENGINEER FOREIGN LANG. HUMANITIES MAINTENANCE & OPER. MATH SEI. MOTION PCIT. MUSIC AND PLANETARIUM BUILDINGS.,747,2015,2013,2012,,622,1.7029796,1,0,0,0,0,1,1,0,1,1,0,869520.19,2881751,,3906471.3,3906471.3,3.9064713,26607,146.82118,146.82118,146.82118,146.82118,0,146.82118,0,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 1-1-STORY DATA CENTER,747,2015,2013,2013,,670,1.8343992,0,1,0,0,0,0,0,0,0,1,0,4356615,4857062.5,256101.47,5113164,5113164,5.1131639,26607,192.17365,0,0,192.17365,0,0,192.17365,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-MEN & WOMEN RESTROOM; CONSTRUCTION OF 1-NEW PLAY FIELD 1-MULTI-PURPOSE BUILDING 1-TICKET BOOTH,747,,2013,2012,,,,0,1,0,0,0,0,0,0,1,1,0,15284130,,,,15284130,15.28413,26607,574.44019,0,0,574.44019,0,0,574.44019,0,0,0
LOS ANGELES VALLEY COLLEGE,CONSTRUCTION OF 1-PERFORMANCE ART/AMPHITHEATRE/C.R. BLDG 1-TRASH ENCLOSURE 1-TRANSFORMER ENCLOSURE SITE SIGNS AND SITE WORKS,747,,2013,2009,,,,0,1,0,0,0,1,0,0,1,1,0,53831220,,,,53831220,53.831219,26607,2023.1976,0,2023.1976,2023.1976,0,0,2023.1976,0,0,0
LA VALLEY COLLEGE-MONARCH CENTER,CONSTRUCTION OF 1-DEMOLITION WITH RELOCATION AND INSTALLATION OF UTILITIES STREET LIGHT AND TUNNEL DEMO WITH RECONSTRUCTION,747,,2013,2012,,,,0,0,0,0,1,0,0,0,0,1,0,1676269,,,,1676269,1.6762691,26607,63.001053,0,0,63.001053,0,0,0,0,0,63.001053
LOS ANGELES VALLEY COLLEGE- PARKING BUILDING,CONSTRUCTION OF 1-OPEN PARKING GARAGE ASSOCIATED SITE WORK & UNDERGROUND UTILITIES.,747,2015,2013,2012,,581,1.5907253,0,1,0,0,0,0,0,0,1,1,0,12619921,,14783944,14783944,14783944,14.783944,26607,555.64117,0,0,555.64117,0,0,555.64117,0,0,0
LOS ANGELES VALLEY COLLEGE,ALTERATIONS TO 1-(E) LRC MODULAR BLDG.; RELOCATION OF 1-(E) LRC MODULAR BLDG. (TEMP. FOR 3 YRS. MAX.),747,2015,2014,2013,,635,1.7385724,0,0,0,0,1,0,0,0,0,0,0,654751.38,660232.13,113047.36,773279.5,773279.5,0.77327949,28203,27.418343,0,0,0,0,0,0,0,0,27.418343
