schoolname,scope,collegeID,yr_closed,yr_approved,yr_submit,yr_canceled,days_between,years_between,alt,construct,reconstruct,repair,relocate,edu_building,career_tech,community1,community2,gen_facilities,admin,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,scaled_cost,genenrollment,spend_student,career_techstudent,edu_buildingstudent,gen_facilitiesstudent,adminstudent,altstudent,constructstudent,reconstructstudent,repairstudent,relocatestudent
MIRA COSTA COLLEGE,CONSTRUCTION OF CHILD DEVELOPMENT CENTER,51,2004,2000,2000,,1522,4.167098,0,1,0,0,0,0,1,0,0,0,0,3094786.8,3902283.3,376205.56,,4278489,4.2784891,20507,208.63554,208.63554,0,0,0,0,208.63554,0,0,0
MIRACOSTA COMMUNITY COLLEGE DIST,CONSTRUCTION OF 4 CR BLDGS (2100230030004000); ADMIN BLDG (3300); LIB (1000) AT OCEANSIDE CAMPUSALTERATIONS TO THREE (3) CLASSROOM BUILDINGS (200600900); ADMINISTRATION BUILDING (800); LIBRARY (100) AT SAN EL,51,2011,2000,2000,,3945,10.801052,0,1,0,0,0,1,0,1,0,0,1,545770.06,269615.88,10375.089,,279990.97,0.27999097,20507,13.653434,0,13.653434,0,13.653434,0,13.653434,0,0,0
MIRA COSTA COMM. COLLEGE,CONSTRUCTION OF ADDITIONS TO ONE (1) CLASSROOM BUILDING (3200),51,2003,2001,2001,,487,1.3333619,0,0,0,1,0,1,0,0,0,0,0,258780.33,317268.66,,,317268.66,0.31726867,20571,15.423103,0,15.423103,0,0,0,0,0,15.423103,0
MIRACOSTA COMM COLLEGE - PHOTOGRAPHY LAB,ADDITIONS OF EXISTING PHOTOGRAPHY LAB BUILDING,51,2004,2001,2001,,962,2.6338687,0,0,0,1,0,1,0,0,0,0,0,204734.19,308715.66,4486.9409,,313202.59,0.31320259,20571,15.225443,0,15.225443,0,0,0,0,0,15.225443,0
LEARNING CENTER HUB  /   MIRACOSTA COMM. COLL DISTRICT,CONSTRUCTION OF CONSTRUCTION OF:  NEW TWO (2)  STORY LIBRARY BUILDING,51,2005,2001,2000,,1615,4.4217234,0,1,0,0,0,0,0,1,0,0,0,14763528,13296868,616609.94,,13913478,13.913478,20571,676.36371,0,0,0,0,0,676.36371,0,0,0
MIRA COSTA COLLEGE,ALTERATION TO BLDG 5000 (A-41316) [LIGHT FIXTURE SUPPORTS],51,2007,2002,2002,,1680,4.5996876,1,0,0,0,0,0,0,0,0,0,0,52067.367,52729.926,,,52729.926,0.052729927,21104,2.498575,0,0,0,0,2.498575,0,0,0,0
MIRA COSTA COMMMUNITY COLLEGE,ALTERATION TO: 1-HEALTH BLDG (#4400) A39111A42313 ADDITIONS OF 1-HEALTH BLDG (#4400) A39111A42313,51,2003,2002,2002,,519,1.4209749,0,0,0,1,0,0,1,0,0,0,0,437289,365403.63,15034.416,,380438.03,0.38043803,21104,18.026821,18.026821,0,0,0,0,0,0,18.026821,0
MIRACOSTA COLLEGE,CONSTRUCTION OF (2) NEW SEPARATED ENTRY STRUCTURES @ BLDG 1000. ALTERATION TO BLDG 1000 INTERIOR MODS AND NEW SKYLIGHT.,51,2006,2003,2002,,1150,3.1485956,0,1,0,0,0,0,0,0,0,1,0,3770540,3990827.5,-66696.789,,3924130.8,3.9241307,23756,165.18483,0,0,165.18483,0,0,165.18483,0,0,0
MIRA COSTA COLLEGE,ALTERATION TO 1 - SCIENCE BLDG/S,51,2007,2004,2003,,1109,3.0363414,1,0,0,0,0,1,0,0,0,0,0,317677.13,1394422.1,145041.22,,1539463.4,1.5394634,21244,72.465797,0,72.465797,0,0,72.465797,0,0,0,0
MIRACOSTA COLLEGE,CONSTRUCTION OF (1)STUDENT SERVICES BLDG(3700); & RELATED SITE WORK.,51,2011,2005,2005,,2033,5.5661697,0,1,0,0,0,0,0,1,0,1,0,2246467.3,3250508.5,286006.72,,3536515.3,3.5365152,20413,173.24818,0,0,173.24818,0,0,173.24818,0,0,0
MIRA COSTA COLLEGE / HORTICULTURE COMPLEX,CONSTRUCTION OF HORTICULTURE BLDG METAL FRAME TENT.,51,2011,2005,2003,,2302,6.3026671,0,1,0,0,0,0,1,0,0,0,0,3556434.8,7814446,434764.97,,8249211,8.2492113,20413,404.11557,404.11557,0,0,0,0,404.11557,0,0,0
CREATIVE ARTS COMPLEX /  MIRACOSTA COLLEGE,CONSTRUCTION OF 2 MUSIC/ARTS BLDGS,51,2010,2005,2005,,1729,4.7338452,0,1,0,0,0,1,0,0,0,0,0,10745116,13701487,884979.19,,14586466,14.586466,20413,714.5675,0,714.5675,0,0,0,714.5675,0,0,0
MIRA COSTA COLLEGE,ALTERATION TO (1)LIB BLDG - A#04-107146.,51,2007,2005,2005,,624,1.7084553,1,0,0,0,0,0,0,1,0,0,0,57010.008,57010.008,,,57010.008,0.057010006,20413,2.7928286,0,0,0,0,2.7928286,0,0,0,0
MIRA COSTA COLLEGE /  SAN ELIJO STUDENT CENTER,CONSTRUCTION OF KITCHEN/DINING AREA BUILDING  TOILET/OFFICE BUILDING ALTERATION TO CONFERENCE/BOOKSTORE BUILDING,51,2011,2006,2006,,1679,4.5969496,0,1,0,0,0,0,0,0,0,1,1,2897050.8,4614670,487951.59,,5102621.5,5.1026216,21098,241.85333,0,0,241.85333,241.85333,0,241.85333,0,0,0
MIRACOSTA COLLEGE  /  LITTLE THEATER,ALTERATION TO (1)THEATRE BLDG-A# 42789; & RELATED SITE WRK.,51,2011,2006,2006,,2045,5.5990243,1,0,0,0,0,0,0,0,1,1,0,1161239.9,2498223.5,121860.77,,2620084.3,2.6200843,21098,124.18638,0,0,124.18638,0,124.18638,0,0,0,0
MIRACOSTA COMMUNITY COLLEGE,ALTERATION TO 1 - STUDENT CENTER BLDG. (A 51121) RESTROOM UPGRADE,51,2007,2006,2005,,414,1.1334944,1,0,0,0,0,0,0,0,0,1,0,237207.47,322565.38,-21907.912,,300657.47,0.30065748,21098,14.25052,0,0,14.25052,0,14.25052,0,0,0,0
MIRACOSTA COLLEGE,ALTERATION TO 1-ADMIN. BUILDING 3300 (A# 53601),51,2010,2008,2008,,657,1.7988064,1,0,0,0,0,0,0,0,0,0,1,918367.25,1053863.1,53987.031,,1107850.1,1.1078501,22127,50.067795,0,0,0,50.067795,50.067795,0,0,0,0
MIRACOSTA COMMUNITY COLLEGE,CONSTRUCTION OF 3 - STONE COLUMNS ( ART WORK) FOOTINGS,51,2011,2008,2007,,1121,3.0691962,0,1,0,0,0,1,0,0,0,0,0,62356.902,91687.32,,,91687.32,0.091687322,22127,4.1436853,0,4.1436853,0,0,0,4.1436853,0,0,0
MIRACOSTA COMMUNITY COLLEGE  /   CREATIVE ARTS EXPANSION,CONSTRUCTION OF 1-AUDITORIUM BUILDING 1-CLASSROOM BUILDING RETAINING WALLS AND SITEWORK.,51,2012,2008,2007,,1607,4.3998203,0,1,0,0,0,1,0,0,1,1,0,11231607,13558080,647033.81,,14205114,14.205114,22127,641.98102,0,641.98102,641.98102,0,0,641.98102,0,0,0
MIRACOSTA COMMUNITY COLLEGE / ATHLETIC BUILDINGS,ALTERATIONS TO 3-BUILDINGS - FIRE ALARM UPGRADE - GYMNASIUM BUILDING (BLDG '5000' A# 41316 DANCE BUILDING (BLDG '5100' A# 47971) LOCKER BUILDING (BLDG '5200' A# 33347),51,2011,2009,2009,,593,1.6235802,1,0,0,0,0,0,0,0,1,1,0,55228.977,47712.863,,,47712.863,0.047712862,23876,1.9983609,0,0,1.9983609,0,1.9983609,0,0,0,0
MIRA COSTA COMM. COLLEGE DISTRICT  /  BUILDING 3200,ALTERATIONS TO 1-CLASSROOM BUILDING 3200 (A04-103747),51,2010,2009,2009,,484,1.3251481,1,0,0,0,0,1,0,0,0,0,0,165853.78,199024.55,1497.1068,,200521.66,0.20052166,23876,8.3984613,0,8.3984613,0,0,8.3984613,0,0,0,0
MIRACOSTA COLLEGE /  AUTO BODY BUILDING,ALTERATIONS TO 1-AUTO SHOP (BUILDING 4000 A#04-110311) - FIRE ALARM UPGRADE,51,2011,2009,2009,,593,1.6235802,1,0,0,0,0,0,1,0,0,1,0,55228.977,47712.863,,,47712.863,0.047712862,23876,1.9983609,1.9983609,0,1.9983609,0,1.9983609,0,0,0,0
MIRA COSTA COMMUNITY COLLEGE,CONSTRUCTION OF 1-PUMP HOUSE BLDG & FIRE LINE REPLACEMENT,51,2012,2010,2009,,784,2.1465209,0,1,0,0,0,0,0,0,0,1,0,2840891,1643133.3,104502.02,,1747635.3,1.7476352,26385,66.235939,0,0,66.235939,0,0,66.235939,0,0,0
MIRACOSTA COMMUNITY COLLEGE,ALTERATIONS TO 1-BLDG. 1200 (A04-102694)- NEW HVAC,51,2012,2010,2010,,531,1.4538298,1,0,0,0,0,0,0,0,0,1,0,216349.06,164100.77,,,164100.77,0.16410077,26385,6.2194719,0,0,6.2194719,0,6.2194719,0,0,0,0
MIRACOSTA COMMUNITY COLLEGE (SAN ELIJO CAMPUS),ALTERATIONS TO 1-LIBRARY BUILDING 100 (04-100551),51,2015,2012,2011,,1170,3.2033539,1,0,0,0,0,0,0,1,0,0,0,187043.78,338283.22,25892.055,364175.28,364175.28,0.36417529,24305,14.983554,0,0,0,0,14.983554,0,0,0,0
MIRA COSTA COLLEGE,ALTERATIONS TO 1-MUSIC BUILDING (04-109090),51,2013,2012,2012,,440,1.2046801,1,0,0,0,0,1,0,0,0,0,0,136771.56,137853.39,13973.703,151827.09,151827.09,0.1518271,24305,6.2467432,0,6.2467432,0,0,6.2467432,0,0,0,0
MIRACOSTA COLLEGE,ALTERATIONS TO 1-BUILDING 600 (A# 54223)  [RESTROOM UPGRADES] 1-BUILDING 700 (A# 47446)  [MECHANICAL YARD & ELECTRICAL UPGRADE]; CONSTRUCTION OF 1-CHEMISTRY CLASSROOM BUILDING,51,2015,2013,2013,,450,1.2320591,0,1,0,0,0,1,0,0,0,1,0,2532978.3,3339463.3,184993.17,3524456.5,3524456.5,3.5244565,24287,145.11699,0,145.11699,145.11699,0,0,145.11699,0,0,0
MIRACOSTA COLLEGE,CONSTRUCTION OF 1-CLASSROOM BUILDING  (RELOCATABLE) (BASED ON PC02-112231)WITH PV ROOF PANELS,51,2014,2013,2013,,342,0.93636495,0,1,0,0,0,1,0,0,0,1,0,1115732.5,367177.44,996704.13,1363881.5,1363881.5,1.3638815,24287,56.156853,0,56.156853,56.156853,0,0,56.156853,0,0,0
MIRACOSTA COMMUNITY COLLEGE,ALTERATIONS TO 2-CLASSROOM BUILDINGS 4500 4600 (A-58439) AND PARKING LOT STRIPPING,51,2013,2013,2012,,334,0.91446167,1,0,0,0,0,1,0,0,0,1,0,219410.75,304170.88,,304170.88,304170.88,0.30417088,24287,12.52402,0,12.52402,12.52402,0,12.52402,0,0,0,0
MIRA COSTA COLLEGE - BUILDING  T-110 REMODEL,ALTERATIONS TO 1-ADMINISTRATION BUILDING (A#04-104634) 1-OFFICE BUILDING (RELOCATABLE A#37590),51,2015,2015,2015,,253,0.69269103,1,0,0,0,0,1,0,0,0,0,1,198947.48,196560.11,30875.506,227435.63,227435.63,0.22743562,23493,9.680995,0,9.680995,0,9.680995,9.680995,0,0,0,0
MIRA COSTA COMMUNITY COLLEGE-OCEANSIDE CAMPUS,ALTERATIONS TO 4-CLASSROOM BUILDINGS 3500A 3500B 3600D (A#04-100259) AND 4800 (A#53601),51,,2015,2015,,,,1,0,0,0,0,1,0,0,0,0,0,1042484.8,943998.88,62009.363,1006008.2,1006008.2,1.0060081,23493,42.821613,0,42.821613,0,0,42.821613,0,0,0,0
MIRA COSTA COLLEGE,ALTERATIONS TO 1-THEATER BUILDING 2000 ( A-   42789  A04-107908)/ HVAC UPGRADE,51,,,2015,,,,1,0,0,0,0,0,0,0,1,1,0,395840.34,,,,395840.34,0.39584035,,,,,,,,,,,
MIRACOSTA COLLEGE - OCEANSIDE CAMPUS,CONSTRUCTION OF 2-STORAGE BUILDINGS,51,,,2015,,,,0,1,0,0,0,0,0,0,0,1,0,673846.5,,,,673846.5,0.67384648,,,,,,,,,,,
MIRACOSTA COLLEGE - OCEANSIDE CAMPUS,ALTERATIONS TO 1-MULTI-PURPOSE BUILDING 2000 4-CLASSROOM BUILDINGS 3100 4600-4800,51,,,2015,,,,1,0,0,0,0,1,0,0,0,0,0,1567406.3,,,,1567406.3,1.5674063,,,,,,,,,,,
MIRACOSTA COLLEGE,ALTERATIONS TO 1-STUDENT CENTER BUILDING,51,,,2015,,,,1,0,0,0,0,0,0,0,0,0,0,542867.38,,,,542867.38,0.54286736,,,,,,,,,,,
PALOMAR COLLEGE  (  SAN MARCOS CAMPUS  ),ALTERS. TO:  LIFE SCIENCE BLDG. LS-3  SCIENCE BLDG. S-11  FOREIGN LANGUAGE BLDG. F-26 PHOTO LAB.,61,2005,1999,1998,,2368,6.4833694,1,0,0,0,0,1,0,0,0,0,0,245396.41,280935.38,,,280935.38,0.28093538,42878,6.55197,0,6.55197,0,0,6.55197,0,0,0,0
PALOMAR COMMUNITY COLLEGE, DOMESTIC  WATER,61,2010,1999,1998,,4046,11.07758,0,0,0,0,0,0,0,0,0,1,0,926369.63,922069.06,,,922069.06,0.92206907,42878,21.504478,0,0,21.504478,0,0,0,0,0,0
ESCONDIDO CENTER / PALOMAR COMM. COLLEGE,RECONSTRUCTION OF:  CHILD DEVELOPMENT CENTER BLDG.,61,2000,1999,1999,,356,0.97469568,0,0,1,0,0,0,1,0,0,0,0,291164.53,321772.28,,,321772.28,0.32177228,42878,7.5043678,7.5043678,0,0,0,0,0,7.5043678,0,0
PALOMAR COLLEGE,ALTERATIONS TO:IT BLDG (WELDING SHOP) MECHANICAL SYSTEM ONLY,61,2009,2000,1999,,3466,9.4895935,1,0,0,0,0,1,1,0,0,0,0,194280.81,194785.39,,,194785.39,0.19478539,42062,4.6309114,4.6309114,4.6309114,0,0,4.6309114,0,0,0,0
PALOMAR COLLEGE,ALTERATIONS TO: BUILDING 'T' (A-           ),61,2007,2000,2000,,2415,6.612051,1,0,0,0,0,0,0,0,0,0,0,101601.73,79646.57,5194.6455,,84841.219,0.084841222,42062,2.0170515,0,0,0,0,2.0170515,0,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF FIVE (5) LUNCH SHELTERS PA-088,61,2009,2000,2000,,3086,8.4491882,0,1,0,0,0,0,0,0,0,1,0,73930.922,54418.992,,,54418.992,0.054418992,42062,1.2937804,0,0,1.2937804,0,0,1.2937804,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF (4) FOUR NEW BLEACHERS ALTERATION TO: GYM BLDG,61,2004,2000,1999,,1589,4.3505378,0,1,0,0,0,0,0,0,1,0,0,186722.03,162133.63,,,162133.63,0.16213362,42062,3.8546343,0,0,0,0,0,3.8546343,0,0,0
PALOMAR COLLEGE /  PALOMAR COMM. COLLEGE DISTRICT,ALTERATIONS TO:  ADMINISTRATION  STUDENT SERVI- CES  LIBRARY MUSIC SCIENCE AND LANGUAGE BLDGS,61,2004,2001,2000,,1027,2.8118329,1,0,0,0,0,1,0,1,0,0,1,403701.03,580320.19,,,580320.19,0.58032018,43731,13.270225,0,13.270225,0,13.270225,13.270225,0,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF:  PLACEMENT OF RADIO CABINETS AND ANTENNAS ALTERATIONS TO:  EDUCATIONAL THEATER,61,2002,2001,2000,,342,0.93636495,0,1,0,0,0,1,0,0,1,1,0,75043.383,76141.742,7786.7739,,83928.516,0.083928518,43731,1.9191996,0,1.9191996,1.9191996,0,0,1.9191996,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF GENERATOR FOUNDATION AND MASONRY SCREEN WALL,61,2006,2001,2001,,1928,5.2786889,0,1,0,0,0,0,0,0,0,1,0,364925.75,364925.75,25945.428,,390871.19,0.3908712,43731,8.9380798,0,0,8.9380798,0,0,8.9380798,0,0,0
PALOMAR COLLEGE,ALTERATION TO BLDG SS; A-46092  (MECH HVAC UPGRADE),61,2004,2002,2001,,727,1.99046,1,0,0,0,0,0,0,0,0,1,0,562883.06,569505.19,,,569505.19,0.56950521,47091,12.093717,0,0,12.093717,0,12.093717,0,0,0,0
STUDENT UNION/PALOMAR COLLEGE,CONSTRUCTION OF CONSTRUCTION OF STUDENT UNION,61,2006,2002,2001,,1613,4.4162478,0,1,0,0,0,0,0,0,0,0,0,3973292.3,4137521.5,135744.88,,4273266.5,4.2732663,47091,90.744865,0,0,0,0,0,90.744865,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF (1)CR/LAB BLDG & RELATED SITE WORK.,61,2008,2003,2002,,1827,5.0021601,0,1,0,0,0,1,0,0,0,1,0,32416392,35560780,2835815.8,,38396596,38.396595,46642,823.21936,0,823.21936,823.21936,0,0,823.21936,0,0,0
PALOMAR COLLEGE,ALTERATION TO 1-ADMIN BLDG,61,2004,2003,2003,,448,1.2265834,1,0,0,0,0,0,0,0,0,0,1,212307.83,212307.83,,,212307.83,0.21230783,46642,4.5518594,0,0,0,4.5518594,4.5518594,0,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF (2)DUGOUT BLDGS; FIELD LIGHT POLES; BASEBALL & SOCCER FACILITIES AND RELATED SITE WORK.,61,2008,2005,2002,,1353,3.7043912,0,1,0,0,0,0,0,0,1,1,0,332644,2357402.3,11947.168,,2369349.5,2.3693495,44834,52.847157,0,0,52.847157,0,0,52.847157,0,0,0
PALOMAR COLLEGE,ALTERATION TO (1) STUDENT UNION CAFETERIA BLDG.,61,2007,2006,2002,,259,0.70911849,1,0,0,0,0,0,0,1,0,0,0,130168.42,259035.16,,,259035.16,0.25903517,45490,5.6943316,0,0,0,0,5.6943316,0,0,0,0
PALOMAR COLLEGE,RELOCATION OF 1 - 12X 40 TOILET BLDG (BASED ON 04-106676),61,2009,2007,2007,,481,1.3169343,0,0,0,0,1,0,0,0,0,1,0,144907.09,135212.91,40858.781,,176071.69,0.17607169,47650,3.6951036,0,0,3.6951036,0,0,0,0,0,3.6951036
PALOMAR COLLEGE  /   NS RAMP,CONSTRUCTION OF 1 NEW CONCRETE RAMP ON GRADE (RETAINING UP TO 3'-0),61,2009,2007,2007,,446,1.2211075,0,1,0,0,0,0,0,0,0,1,0,13334.19,97506.266,840.05402,,98346.32,0.098346323,47650,2.0639312,0,0,2.0639312,0,0,2.0639312,0,0,0
PALOMAR COMMUNITY COLLEGE   /   MIB BUILDING,CONSTRUCTION OF 1-THREE STORY BUILDING WITH AN AUDITORIUM CLASSROOMS LAB AND OFFICES (BUILDING SEPARATED INTO 3 UNITS W/SEISMIC SEPARATION JOINTS),61,2014,2008,2007,,2112,5.7824645,0,1,0,0,0,1,0,0,1,1,1,41669344,41007424,1339799.5,42347224,42347224,42.347225,50122,844.883,0,844.883,844.883,844.883,0,844.883,0,0,0
PALOMAR COLLEGE,ALTERATION TO 1-CLASSROOM BUILDING (EC EAST) - MECH UPGRADES,61,2012,2008,2007,,1641,4.492909,1,0,0,0,0,1,0,0,0,0,0,277795.63,336688.31,,336688.31,336688.31,0.33668831,50122,6.7173758,0,6.7173758,0,0,6.7173758,0,0,0,0
PALOMAR COLLEGE,ALTERATION TO ADDING TWO AIR FILTRATION UNITS AT 1-CLASSROOM BUILDING (A04-102664 RM T9),61,2009,2008,2008,,314,0.85970348,1,0,0,0,0,1,0,0,0,0,0,41978.363,17896.039,,,17896.039,0.017896039,50122,0.35704958,0,0.35704958,0,0,0.35704958,0,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF 1-CLASSROOM BUILDING,61,2011,2008,2008,,866,2.3710294,0,1,0,0,0,1,0,0,0,0,0,10542850,8247477,333660.53,,8581138,8.5811377,50122,171.20502,0,171.20502,0,0,0,171.20502,0,0,0
PALOMAR COLLEGE,ALTERATION TO 4-CLASSROOM BUILDINGS (D-A 41510 GJ-A 40660 Q-A 24599 SU-A 41267),61,2010,2008,2007,,869,2.3792431,1,0,0,0,0,1,0,0,0,0,0,333354.75,401740.28,1714.5547,,403454.84,0.40345484,50122,8.0494566,0,8.0494566,0,0,8.0494566,0,0,0,0
PALOMAR COMMUNITY COLLEGE,ALTERATION TO 1-CLASSROOM BUILDING (NS PHYSICS LAB A04-104679),61,2010,2008,2008,,784,2.1465209,1,0,0,0,0,1,0,0,0,0,0,60621.387,286370.16,23209.645,,309579.81,0.30957982,50122,6.1765256,0,6.1765256,0,0,6.1765256,0,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 12-24X40 CLASSROOM BUILDING  (RELOCATABLE) -(04-103044) 2-24X40 CLASSROOM BUILDINGS (RELOCATABLE)  (04-106239) 2-36X40 CLASSROOM BUILDINGS (RELOCATABLE) (02-106185),61,2009,2008,2008,,433,1.1855147,0,1,0,0,0,1,0,0,0,0,0,432172.84,476470.56,56054.934,,532525.5,0.53252548,50122,10.624586,0,10.624586,0,0,0,10.624586,0,0,0
PALOMAR COLLEGE,ALTERATIONS TO 1-INFORMATION SERVICES BLDG A (A#20482); CONSTRUCTION OF 1-RETAINING WALL & GENERATOR PAD,61,2010,2009,2009,,442,1.2101558,0,1,0,0,0,0,0,0,0,1,0,468756.5,568022.56,16200.225,,584222.81,0.58422279,49336,11.841714,0,0,11.841714,0,0,11.841714,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-CMU RETAINING WALL & PAD (ELECTRICAL EQUIP),61,2011,2009,2009,,924,2.5298281,0,1,0,0,0,0,0,0,0,1,0,359349.88,524734.88,29771.861,,554506.75,0.55450678,49336,11.239394,0,0,11.239394,0,0,11.239394,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-CLASSROOM BUILDING-INDUSTRIAL TECHNOLOGY,61,2013,2009,2009,,1217,3.3320355,0,1,0,0,0,1,1,0,0,0,0,12936596,8237405,594083.88,8831489,8831489,8.8314886,49336,179.00699,179.00699,179.00699,0,0,0,179.00699,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-CROSS-WALK CURB RAMPS AT COMET CIRCLE NORTH,61,2012,2009,2009,,1254,3.4333382,0,1,0,0,0,0,0,0,0,1,0,46439.063,384813.97,8737.1777,,393551.16,0.39355117,49336,7.9769573,0,0,7.9769573,0,0,7.9769573,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF 1-SOCCER FIELD SCOREBOARD,61,2010,2009,2008,,608,1.6646489,0,1,0,0,0,0,0,0,1,0,0,37602.953,37602.953,,,37602.953,0.037602954,49336,0.76218081,0,0,0,0,0,0.76218081,0,0,0
PALOMAR COLLEGE-NS BUILDING MISCELLANEOUS MODIFICATION,ALTERATION TO 1-CLASSROOM BUILDING (NAT. SCIENCES A04-104679),61,2010,2009,2008,,698,1.9110607,1,0,0,0,0,1,0,0,0,0,0,780720,657829.88,67390.359,,725220.25,0.72522026,49336,14.699615,0,14.699615,0,0,14.699615,0,0,0,0
PALOMAR COMMUNITY COLLEGE,ALTERATION TO 1-ADMINISTRATION BUILDING NS - DEAN'S OFFICE (A04-104679),61,2010,2009,2008,,604,1.6536973,1,0,0,0,0,0,0,0,0,0,1,313325.31,313325.31,,,313325.31,0.31332532,49336,6.3508453,0,0,0,6.3508453,6.3508453,0,0,0,0
PALOMAR COMMUNITY COLLEGE,ALTERATION TO 1-CLASSROOM BUILDING (NATURAL SCIENCE) STAIR DRAINS (A04-104679),61,2010,2009,2008,,617,1.68929,1,0,0,0,0,1,0,0,0,0,0,90842.242,90842.242,,,90842.242,0.09084224,49336,1.8412973,0,1.8412973,0,0,1.8412973,0,0,0,0
PALOMAR COLLEGE CHILD DEVELOPMENT CENTER,CONSTRUCTION OF 1-SITEWORK/LANDSCAPING,61,2010,2009,2008,,512,1.4018096,0,1,0,0,0,0,0,0,0,1,0,43670.125,82051.797,,,82051.797,0.082051799,49336,1.6631222,0,0,1.6631222,0,0,1.6631222,0,0,0
PALOMAR COLLEGE / ESCONDIDO CENTER,REHABILITATION OF 1-CLASSROOM BUILDING NORTH WING #52998,61,2012,2009,2009,,1009,2.7625504,0,0,0,1,0,1,0,0,0,0,0,2052579.6,1416892.4,67742.469,,1484634.9,1.4846349,49336,30.092323,0,30.092323,0,0,0,0,0,30.092323,0
PALOMAR COMMUNITY COLLEGE,ALTERATIONS TO 1-LIBRARY BUILDING (A 52998) - CLASSROOM REMODEL,61,2012,2010,2009,,709,1.9411777,1,0,0,0,0,1,0,1,0,0,0,108845.05,50068.723,-1467.2312,,48601.492,0.048601493,47575,1.0215763,0,1.0215763,0,0,1.0215763,0,0,0,0
PALOMAR COMMUNITY COLLEGE,ALTERATIONS TO 1-CAMPUS SITE:REPLACE COPPER WIRING WITH A NEW FIRE ALARM FIBER NETWORK.,61,2012,2010,2010,,849,2.3244851,1,0,0,0,0,0,0,0,1,1,0,709668.19,631739.25,,,631739.25,0.63173926,47575,13.278807,0,0,13.278807,0,13.278807,0,0,0,0
PALOMAR COLLEGE,ALTERATIONS TO 1-HOWARD BRUBECKTHEATER BUILDING; CONSTRUCTION OF 1-EXPERIMENTAL THEATER BUILDING,61,2014,2010,2010,,1370,3.7509358,0,1,0,0,0,0,0,0,1,1,0,14706184,18173126,1571639,19744766,19744766,19.744766,47575,415.02399,0,0,415.02399,0,0,415.02399,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-CONCRETE RETAINING WALL RAMP WITH HANDRAIL AND MISC SIDEWALKS.,61,2011,2010,2010,,531,1.4538298,0,1,0,0,0,0,0,0,0,1,0,81023.086,329988.69,,,329988.69,0.32998869,47575,6.9361782,0,0,6.9361782,0,0,6.9361782,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-TOILET BUILDING 2-DUG-OUTS 1-SCOREBOARD 1-BASEBALL FIELD,61,,2010,2009,,,,0,1,0,0,0,0,0,0,1,1,0,3313738.5,4519562.5,4597017,9116580,9116580,9.11658,47575,191.62543,0,0,191.62543,0,0,191.62543,0,0,0
PALOMAR COLLEGE,ALTERATIONS TO 1-ELECTRICAL INFRASTRUCTURE - UPGRADES AT 32 LOCATIONS ON CAMPUS,61,2013,2010,2010,,1113,3.0472929,1,0,0,0,0,0,0,0,0,1,0,1020924,2196758.8,128602.98,2325361.8,2325361.8,2.3253617,47575,48.877808,0,0,48.877808,0,48.877808,0,0,0,0
PALOMAR COMMUNITY COLLEGE,CONSTRUCTION OF 1-PLANETARIUM-MULTIMEDIA LAB AND ASSOCIATED SITE DEVELOPEMENT CHILLER YARD RETAINING WALLS,61,2013,2010,2009,,1086,2.9733694,0,1,0,0,0,1,1,0,1,1,0,5969200.5,7559924,246850.39,7815808,7815808,7.8158078,47575,164.28394,164.28394,164.28394,164.28394,0,0,164.28394,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF 1-RAILING (BEWEEN BLDGS GJ AND NS),61,2012,2010,2010,,700,1.9165365,0,1,0,0,0,0,0,0,0,0,0,43229.211,46008.848,,,46008.848,0.046008848,47575,0.96708035,0,0,0,0,0,0.96708035,0,0,0
PALOMAR COLLEGE,ALTERATIONS TO 1-STUDENT UNION BUILDING (04-103434),61,2011,2011,2011,,173,0.47365829,1,0,0,0,0,0,0,0,0,0,0,344590.31,311920.94,,,311920.94,0.31192094,42567,7.327764,0,0,0,0,7.327764,0,0,0,0
PALOMAR COLLEGE,CONSTRUCTION OF 1-CLASSROOM BUILDING,61,2014,2011,2010,,1182,3.2362087,0,1,0,0,0,1,0,0,0,0,0,2664215.8,4632370,172489.86,4804860,4804860,4.8048601,42567,112.87758,0,112.87758,0,0,0,112.87758,0,0,0
